ID,Original Title,Broadcast first title,Broadcast second title,Category ,Format,Type,Genre,Season n°,Episodes n°,Part n°,program duration,short synopsis,long synopsis,Casting,Tags,Year,Rights owner,Production Country,Language (original),Subtitles,Subtitles files,Norm,Image format,Preview,English Script,Additional Script,Notes/Other,,,,,,,,,,,,
WLC000146,The Kimchi Chronicles,Kimchi Chronicles,The Kimchi Chronicles Conclude,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,13,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode,  Marja joins her Korean family in Sokcho, the northern beach town, for a picnic and then brings the spirit home to New York for a roast pig celebration.

","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. The Kimchi Chronicles Conclude is all about special occasions. The episode begins in the ethereal countryside where Marja spends a day with the Alice Waters of Korea and learns the authentic way to make kimchi as well as holiday dishes to celebrate the new year. Marja and Jean-Georges also get a taste, literally, of royal court cuisine and Marja visits Sanchon Restaurant in Seoul for a transformative meal of temple cuisine. Marja joins her Korean family in Sokcho, the northern beach town, for a picnic and then brings the spirit home to New York for a roast pig celebration with the Vongerichten family. Marja also prepares easy Birthday Seaweed Soup and Jean-Georges uses Korean flavors in baeckeoffe, the classic Alsatian dish that he loved as a child.",Marja Vongerichten and Georges Vongerichten ,,2011,PRINCIPLE MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000166,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Colares,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,1,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Colares. ","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Colares. ",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000167,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Bucelas,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,2,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Bucelas","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Bucelas",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000168,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Arruda,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,3,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Arruda","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Arruda",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000169,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Lisbon North,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,4,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Lisbon North","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Lisbon North",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000170,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Setubal,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,5,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Setubal ","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Setubal ",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000171,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Algarve,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,6,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Algarve","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Algarve",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000172,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Alentejo,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,7,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Alejento","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Alejento",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000173,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Ribatejo,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,8,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Ribatejo","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Ribatejo",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000174,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Bairrada,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,9,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Bairrada","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Bairrada",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000175,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Dao,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,10,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Dao","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Dao",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000176,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Beira Interior,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,11,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Beira Interior","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Beira Interior",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000177,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Tras Os Montes,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,12,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Tras Os Montes","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Tras Os Montes",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000178,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Green Wine,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,13,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Green Wine","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Green Wine",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000179,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Douro,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,14,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Douro","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Douro",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000180,Rotas Do Vinho Em Portugal,On The Wines Road Of Portugal,Port Wine,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,15,,0:30:00,"José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Port Wine","José Fidalgo, a Portuguese actor who knows a little about wine, challenges his friend Hélder Cunha, a wine expert, to take a road trip through the Wine country and teach him what he knows. In this episode, we discover Port Wine",José Fidalgo and Hélder Cunha,,2013,SP TELEVISAO,Portugal,Portuguese,,,,,,,,,,,,,,,,,,,,
WLC000181,Ventures In Wine Country,Ventures In Wine Country,The Vines ,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,1,,1:00:00,"Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, from the heart of BC wine country comes the tale of three wine makers in the Okanagan Valley wineries.","Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, from the heart of BC wine country comes the tale of three wine makers in the Okanagan Valley wineries.",,,2014,Canamedia,Canada,English,,,,,,,,,,,,,,,,,,,,
WLC000182,Ventures In Wine Country,Ventures In Wine Country,Summer,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,2,,1:00:00,"Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, Ventures in Wine Country continues to follow three Okanagan Valley wineries through the busy tourist wine tasting Summer season.","Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, Ventures in Wine Country continues to follow three Okanagan Valley wineries through the busy tourist wine tasting Summer season.",,,2014,Canamedia,Canada,English,,,,,,,,,,,,,,,,,,,,
WLC000183,Ventures In Wine Country,Ventures In Wine Country,Harvest,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,3,,1:00:00,"Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, Ventures in Wine Country moves into harvest and crush, an essential step to create the 2014 vintage in this grape-to-glass story in the Okanagan Valley wineries.","Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, Ventures in Wine Country moves into harvest and crush, an essential step to create the 2014 vintage in this grape-to-glass story in the Okanagan Valley wineries.",,,2014,Canamedia,Canada,English,,,,,,,,,,,,,,,,,,,,
WLC000184,Ventures In Wine Country,Ventures In Wine Country,Winemaking,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,4,,1:00:00,"Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, Ventures in Wine Country follows three wine makers as they ferment and press, creating the 2014 vintage in this grape-to-glass story in the Okanagan Valley wineries.","Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, Ventures in Wine Country follows three wine makers as they ferment and press, creating the 2014 vintage in this grape-to-glass story in the Okanagan Valley wineries.",,,2014,Canamedia,Canada,English,,,,,,,,,,,,,,,,,,,,
WLC000185,Ventures In Wine Country,Ventures In Wine Country,Marketing,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,5,,1:00:00,"Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, Ventures in Wine Country follows three Okanagan wine makers as they blend and bottle their 2014 white wines in this grape-to-glass story.","Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, Ventures in Wine Country follows three Okanagan wine makers as they blend and bottle their 2014 white wines in this grape-to-glass story.",,,2014,Canamedia,Canada,English,,,,,,,,,,,,,,,,,,,,
WLC000186,Ventures In Wine Country,Ventures In Wine Country,The Wines,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,6,,1:00:00,"Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, Ventures in Wine Country follows three Okanagan wine makers as they release their 2014 white wines, wrapping this grape-to-glass story.","Follow three wine makers from different corners of the Okanagan Valley as they embark on another season in the vineyard, taking us from grape to glass while venturing into uncharted territory, trying to put Canada on the map as a producer of premium wines. In this episode, Ventures in Wine Country follows three Okanagan wine makers as they release their 2014 white wines, wrapping this grape-to-glass story.",,,2014,Canamedia,Canada,English,,,,,,,,,,,,,,,,,,,,
WLC000187,A Look At Luxury,A Look At Luxury,London Best Of British Brands ,ACQUISITIONS,MAGAZINE,TV SERIES,LIFESTYLE,1,1,,1:00:00,"A Look at Luxury – With Anolan’ is an intelligent insight and access into the most private and discreet lifestyles that we all dream of experiencing and answers the question ‘what is luxury’. In this episode, our presenter Anolan meets the people behind the scenes of some of Britain’s most noted and celebrated brands.

","A Look at Luxury – With Anolan’ is an inspiring, intelligent insight and access into the most private and discreet lifestyles that we all dream of experiencing and answers the question ‘what is luxury’. In this episode, our presenter Anolan meets the people behind the scenes of some of Britain’s most noted and celebrated brands. Our presenter arrives in a Learjet before traveling to London where he receives a group of guests. ",Anolan',,2013,Canamedia,Canada,English,,,,,,,,,,,,,,,,,,,,
WLC000188,A Look At Luxury,A Look At Luxury,Cannes Best Of Yatching ,ACQUISITIONS,MAGAZINE,TV SERIES,LIFESTYLE,1,2,,1:00:00,"A Look at Luxury – With Anolan’ is an intelligent insight and
access into the most private and discreet lifestyles that we all dream of experiencing and answers the question ‘what is luxury’. In this episode Anolan travels to the Cannes boat show.","A Look at Luxury – With Anolan’ is an inspiring, intelligent insight and
access into the most private and discreet lifestyles that we all dream of experiencing and answers the question ‘what is luxury’. In this episode Anolan travels to the Cannes boat show and meets some of the
most exciting names and boats in the Yachting industry including the famous Maltese Falcon. ",Anolan',,2013,Canamedia,Canada,English,,,,,,,,,,,,,,,,,,,,
WLC000189,A Look At Luxury,A Look At Luxury,Cote d'Azur Best Of Lifestyle ,ACQUISITIONS,MAGAZINE,TV SERIES,LIFESTYLE,1,3,,1:00:00,"A Look at Luxury – With Anolan’ is an intelligent insight and
access into the most private and discreet lifestyles that we all dream of experiencing and answers the question ‘what is luxury’. In this episode, Anolan heads travels on the Cote d’Azur, famous for its luxury and lifestyle. ","A Look at Luxury – With Anolan’ is an inspiring, intelligent insight and
access into the most private and discreet lifestyles that we all dream of experiencing and answers the question ‘what is luxury’. In this episode, we visit some of the most exclusive names and individuals to learn about Art, Fashion, Cuisine, Polo and more on the French Riviera. ",Anolan',,2013,Canamedia,Canada,English,,,,,,,,,,,,,,,,,,,,
